,ISO3,year,RP,SSP,Future_RP,EP,Future_EP,mult,xmax_2050_RP5-10-100
192,BFA,2025.0,5.0,SSP5-8.5,3.22,0.2,0.3105590062111801,1.5527950310559004,39.64321110009911
193,BFA,2025.0,10.0,SSP5-8.5,5.97,0.1,0.16750418760469013,1.6750418760469012,19.821605550049554
194,BFA,2025.0,100.0,SSP5-8.5,45.58,0.01,0.02193944712593243,2.1939447125932428,1.9821605550049552
195,BFA,2050.0,5.0,SSP1-1.9,3.59,0.2,0.2785515320334262,1.392757660167131,39.64321110009911
196,BFA,2050.0,10.0,SSP1-1.9,6.72,0.1,0.1488095238095238,1.488095238095238,19.821605550049554
197,BFA,2050.0,100.0,SSP1-1.9,57.97,0.01,0.017250301880282905,1.7250301880282903,1.9821605550049552
198,BFA,2050.0,5.0,SSP1-2.6,3.18,0.2,0.31446540880503143,1.572327044025157,39.64321110009911
199,BFA,2050.0,10.0,SSP1-2.6,5.94,0.1,0.16835016835016833,1.6835016835016832,19.821605550049554
200,BFA,2050.0,100.0,SSP1-2.6,46.43,0.01,0.021537798836958864,2.1537798836958864,1.9821605550049552
201,BFA,2050.0,5.0,SSP2-4.5,2.68,0.2,0.3731343283582089,1.8656716417910446,39.64321110009911
202,BFA,2050.0,10.0,SSP2-4.5,4.85,0.1,0.2061855670103093,2.061855670103093,19.821605550049554
203,BFA,2050.0,100.0,SSP2-4.5,32.28,0.01,0.03097893432465923,3.097893432465923,1.9821605550049552
204,BFA,2050.0,5.0,SSP3-7.0,2.67,0.2,0.37453183520599254,1.8726591760299627,39.64321110009911
205,BFA,2050.0,10.0,SSP3-7.0,4.75,0.1,0.21052631578947367,2.1052631578947367,19.821605550049554
206,BFA,2050.0,100.0,SSP3-7.0,35.39,0.01,0.02825656965244419,2.825656965244419,1.9821605550049552
